210045208137463,Asus,Zenfone 10,2023,81824389779,65527838
332422604521872,Apple,iPhone 13,2021,20919278566,80776141
619421556909449,LG,Velvet,2020,42602900885,02418633
069071905562973,Apple,iPhone 15,2022,36959704804,73509475
410749146599997,Vivo,V27,2020,13142467203,30219996
346484283539558,OnePlus,11,2019,06315423027,88831997
483271544148563,Huawei,P50,2018,11763479188,82975029
536122660365747,Realme,GT Neo,2019,94789186210,63803954
739574565898382,Nokia,G21,2018,76156230068,09715595
508797876251543,Samsung,Galaxy Z Flip,2020,21666293504,17848329
067594235740357,Oppo,Reno 8,2022,98155087921,94136964
441057700579969,Sony,Xperia 10 V,2020,97864899773,37634595
872975187032377,Samsung,Galaxy M54,2019,78303376403,44952082
261267576486972,Apple,iPhone 13,2019,50954312112,37469651
833562460183321,Xiaomi,Mi 12,2022,91268882119,74858486
032671600287271,Xiaomi,Mi 12,2023,81472322410,59328337
856886679484395,Vivo,X90,2021,85540639537,78691865
736641592795866,Motorola,Moto G84,2023,26000648189,53820842
423212385741392,Huawei,P50,2024,33396048601,70206816
257782712956638,OnePlus,Nord 2,2023,34208224304,55360921
842544677679717,LG,Wing,2022,03050258640,61544738
765618760067485,Oppo,Reno 8,2022,60888817126,01367426
382604371131081,Samsung,Galaxy M54,2025,55678462741,96257718
710751128932383,Apple,iPhone 14,2018,06513620910,69826653
364632250388250,Xiaomi,Poco X5,2022,31039042317,91241214
492674411912466,Xiaomi,Poco X5,2021,15037970903,56220945
352967193268541,Xiaomi,Redmi Note 12,2019,14999893932,78344511
346132597104641,Vivo,Y36,2022,52670548369,23042828
694098000528809,Samsung,Galaxy S21,2025,84770463600,85187722
310338099158428,OnePlus,11,2021,65536679422,80137862
129486859196511,Sony,Xperia 10 V,2022,29794551210,37800253
823910020564162,OnePlus,Nord 2,2025,93158699664,93950433
279168113873110,Xiaomi,Mi 11,2018,84773942967,08155610
167754268401469,Oppo,Reno 8,2021,22394930209,20561033
334681003864348,Sony,Xperia 1 IV,2024,97627495024,25677504
110878991895665,Samsung,Galaxy A54,2019,40574479201,58155449
765342435929225,Huawei,P50,2022,74208978597,69396883
503606187971902,Sony,Xperia 1 IV,2022,99268658798,47140480
127942807797187,Samsung,Galaxy S21,2019,90624473252,00217510
151835646490045,Sony,Xperia 5 IV,2022,47420780200,15557340
429926649962672,Oppo,Reno 10,2020,68689773606,28584964
096635608127018,Huawei,Nova 11,2018,59631530264,34811379
621904197745790,LG,K52,2024,58488194242,47931119
383247900102305,Realme,Narzo 60,2022,26825103610,56797682
624103081357173,Xiaomi,Mi 12,2024,82716957622,64473753
678819935022336,Vivo,Y36,2024,38693354833,03442613
832163644685603,OnePlus,11,2025,97752636975,21345298
215549652149734,LG,Wing,2021,75167818516,10582797
385766213946871,Asus,Zenfone 9,2021,36138061349,23185694
992902698382569,Realme,GT Neo,2024,39751411157,65662779
