205788212228965,Vivo,V27,2024,24038237591,00862810
704323682797599,OnePlus,10 Pro,2024,97839797105,47490838
613312541224783,Samsung,Galaxy S22,2019,10681204362,07201387
823910020564162,Huawei,P50,2024,58969408908,52651569
503606187971902,Nokia,G21,2025,95996701910,69084938
284066871290317,Nokia,C32,2020,98328007061,68863033
382604371131081,Apple,iPhone 15,2019,51123185972,14512569
582163125287599,Samsung,Galaxy M54,2019,69600861323,23004876
315567216373473,Oppo,Reno 10,2022,30971191751,24089463
560643413257715,Sony,Xperia 1 IV,2023,93214189204,57980968
535862822338841,Huawei,P40,2020,50667593012,77851562
458233535494301,Nokia,G42,2025,10190559012,79893108
334681003864348,Nokia,G42,2023,35191840011,31444644
498636863051089,Huawei,Nova 11,2024,01992282641,56122796
771442741027581,LG,Velvet,2021,19358666803,59120803
589821343623956,Asus,Zenfone 9,2022,98271812890,82346837
583319482829199,Lenovo,Tab P11,2022,54243075905,95711588
624103081357173,Asus,Zenfone 10,2023,77722536646,83345718
104269100613682,Nokia,G42,2021,27471364939,80477264
814407621238386,OnePlus,10 Pro,2019,48333568807,36484095
677911363436303,OnePlus,Nord 2,2018,38152737305,56623904
210045208137463,Xiaomi,Mi 12,2020,17850899512,14954326
949418373762646,LG,Wing,2024,63694063099,41942295
383247900102305,Apple,iPhone 15,2018,09611214758,04652926
510031061054561,Oppo,Reno 10,2019,84054367070,57267192
369580529309842,LG,Velvet,2025,83604656656,01370749
864984492784778,Asus,Zenfone 9,2022,34472895978,74858253
627970750377822,Asus,ROG Phone 7,2019,99310546972,01981431
759212168078249,Sony,Xperia 1 IV,2018,83381461028,87412593
528835976080112,Sony,Xperia 10 V,2018,26623804706,71720243
364632250388250,Oppo,Reno 10,2019,66299787902,07500802
878892429471225,Oppo,Find X5,2025,43966625725,18856722
433795191962498,Apple,iPhone SE,2023,53553139145,29407217
377989619579504,Sony,Xperia 5 IV,2020,54826709536,41300529
694098000528809,Samsung,Galaxy A54,2025,02597015564,87054010
925917464720301,Nokia,C32,2022,77145256223,15628141
844386816145545,Realme,GT Neo,2018,60114886172,03594144
475527077802596,Vivo,X90,2024,57302193266,15717586
746540890556613,Huawei,P40,2021,13306645230,86650498
575130511155398,LG,Velvet,2023,55110843791,57758244
555089589412779,Nokia,G21,2018,40471027332,75864540
693357171743574,Realme,C55,2024,63710873630,21880966
856886679484395,Lenovo,Legion Y70,2020,17717407957,17486565
080500840944522,LG,Velvet,2021,92761939522,85902395
496617318742852,Apple,iPhone 15,2025,49162710680,95262924
108199222770796,Realme,GT Neo,2019,87994790100,41330927
877858209384338,Oppo,Find X5,2022,93209677689,98034405
765342435929225,Xiaomi,Mi 11,2018,49528462707,58172367
264488588268656,Realme,C55,2018,05157365381,81450599
587814267530783,LG,Wing,2022,61147643318,75427832
