253341206708813,Realme,C55,2023,67107438450,61919755
262890831487250,Oppo,Reno 8,2022,50004397240,08420596
652059967242220,Samsung,Galaxy S23,2018,84945492190,55020102
423212385741392,Xiaomi,Redmi Note 11,2022,41785947451,00555414
576741529450426,Huawei,P40,2023,46843698891,19034632
418781559376260,Samsung,Galaxy S22,2023,23109463202,16696724
730918327568415,Oppo,Reno 8,2020,24993748612,65292758
969409025474515,LG,Wing,2025,62914887604,68506216
167375424951318,Sony,Xperia 10 V,2019,88553914534,36585077
750930512339449,Huawei,P50,2024,87598766118,62685366
618514411235567,Huawei,Nova 11,2019,05897647216,48333987
518917027230712,OnePlus,Nord 2,2022,85374991450,19990746
365925657141578,Sony,Xperia 10 V,2021,30356786005,61545744
732620102114559,Google,Pixel 7,2019,71285080742,45816421
516596965335684,Xiaomi,Mi 11,2024,60679878807,07045179
325684542518411,Lenovo,Legion Y70,2018,60133282007,91024786
702793489370580,Xiaomi,Mi 12,2023,33400754765,58668420
646060694860569,Asus,ROG Phone 7,2025,50416125875,69695205
769851634630763,Sony,Xperia 1 IV,2021,37886409442,27377729
360742882239906,Lenovo,K14,2022,43796868339,72787431
842301936284922,Samsung,Galaxy Z Flip,2019,47754924625,23252972
170414995130005,Oppo,Find X5,2020,55574682931,93688715
425778726989148,Lenovo,Tab P11,2020,90161648045,09589884
757318372523708,Asus,Zenfone 10,2018,75648074662,22246217
333381029434269,Google,Pixel 8,2025,36207789903,80642822
468393594446035,Motorola,Moto G62,2020,17113130844,30247408
955859874787745,Google,Pixel 8 Pro,2020,95217540958,67849307
001305206764483,Xiaomi,Mi 12,2023,84956884176,59215184
654555878228614,OnePlus,Nord 3,2023,57028673510,03179588
225807558272729,Oppo,Find X5,2018,22972082192,52210624
438202299859990,Asus,Zenfone 9,2020,60566966778,11123695
319342378866585,Nokia,C32,2022,61397173025,74659700
793328364659759,Realme,C55,2022,27112523370,89157192
874523034715485,Nokia,C32,2022,48892742868,48976779
140427623778525,Nokia,G42,2019,95481959410,85119136
776729696827289,Sony,Xperia 10 V,2023,07314467714,90666562
746540890556613,Nokia,G21,2023,57037353868,90262138
417102147851137,Google,Pixel 7,2018,02006684124,44053687
038902932546567,Huawei,P50,2019,42306111294,59933525
170056709309286,Oppo,Reno 10,2018,19009535010,30469832
648564998357838,Google,Pixel 7,2018,35544829195,50635872
353641655690585,Sony,Xperia 10 V,2020,01924907704,18664942
783211807782534,Asus,ROG Phone 7,2021,94148764723,51128349
154898814463816,Apple,iPhone 14,2021,89286032420,33417456
328723706075183,Lenovo,Tab P11,2018,33885397749,74434501
820547120338215,Xiaomi,Mi 12,2022,21375237870,01127664
301932447060194,Realme,GT Neo,2020,28884864313,85884175
429926649962672,Lenovo,Tab P11,2019,49038553927,39692690
987115983025696,Xiaomi,Poco X5,2020,26325056400,56041240
793165437277396,Realme,C55,2020,57790815490,76282978
036418469773967,LG,K52,2024,01280671793,19099135
773987305393640,Asus,Zenfone 10,2019,51463349947,69868461
458232866332147,Oppo,Reno 10,2020,34343820548,35478483
365261657356589,Xiaomi,Mi 11,2019,26883398007,04567677
077814116509709,Apple,iPhone 14,2021,49460806783,11329737
452693200109412,Google,Pixel 7,2019,03392883379,38694126
211786934120758,Samsung,Galaxy Z Flip,2023,42296199798,53829701
650002110781342,Realme,Narzo 60,2024,28999890651,78442587
599717731326583,Nokia,G42,2020,53867783586,42184900
939121881723903,Motorola,Moto Edge 30,2018,43974456805,98214496
662943826022713,Nokia,X30,2025,69142325471,90580145
576922055932261,Xiaomi,Poco X5,2022,47728133578,39132415
340782347848194,Google,Pixel 7,2021,80996771379,18431441
907670846261862,Oppo,Reno 10,2024,33093637759,53144884
601791746497943,Lenovo,Tab P11,2022,50062212672,03217548
842544677679717,Asus,Zenfone 9,2021,12294217772,08017120
940847367556782,Asus,Zenfone 9,2023,97895380818,07641753
