977659509142119,Huawei,Nova 11,2022,95659384188,40265591
784167590813390,OnePlus,Nord 2,2025,33294910940,69793694
092761162072025,Oppo,Find X5,2024,29073575141,79121788
334268841869668,LG,Wing,2020,58881971496,59303684
059941889145251,Xiaomi,Redmi Note 11,2018,56968386933,86242081
236364486525427,Sony,Xperia 10 V,2018,71042581754,43719590
221252586181408,Motorola,Moto Edge 30,2019,84941438167,23095354
450011527711747,Oppo,Find X5,2023,54828377182,80822812
702956509400396,Samsung,Galaxy M54,2021,72459092458,08171162
308891388534888,Motorola,Moto G52,2025,13986703403,40980964
908553956493011,Xiaomi,Mi 11,2025,50835680983,76564929
698616588332581,Google,Pixel 6,2019,07855175881,56855416
351518122422308,Lenovo,Tab P11,2020,75472328411,20233431
031092770734265,Lenovo,K14,2023,83754465309,51031951
599883961703257,Asus,Zenfone 9,2021,86596568571,92533805
586624212120368,Apple,iPhone 14,2019,44652017707,42214737
006585406071593,OnePlus,11,2023,43998607234,53961019
773599824680973,Apple,iPhone SE,2024,66080007584,07176954
468496876755563,LG,Velvet,2018,56898177087,76560569
722629838991692,Sony,Xperia 10 V,2018,35096842908,35759766
681895422724104,LG,K52,2025,67705832674,76675556
121316133649884,Sony,Xperia 10 V,2020,53603294750,01390297
354955478473967,Lenovo,K14,2025,46187410580,89221775
868628977721759,Realme,C55,2023,84326573872,97946738
262012621346589,Nokia,X30,2018,17410983000,39192593
129723793466796,Google,Pixel 8,2024,01726396622,28611331
881144086173778,LG,Velvet,2023,56234203892,14997821
339297525203452,Google,Pixel 8,2025,39122765360,71215790
391906728137233,Huawei,P40,2020,42062452667,16402656
518422365136880,Samsung,Galaxy M54,2021,19257041654,80642053
117494080839530,Lenovo,Tab P11,2024,12887516809,50863622
528835976080112,OnePlus,Nord 3,2022,23274548324,42517663
997428754055169,Oppo,Reno 8,2024,42393708090,75182867
438647625076460,Nokia,C32,2020,81670204367,82570629
377804418153474,Oppo,Reno 8,2025,78154621703,68307776
031360836554186,Lenovo,Tab P11,2024,79728535767,73629807
694763079387503,Google,Pixel 8,2024,05225570070,33731052
089509025061235,Motorola,Moto G62,2023,99405664255,54004086
003786316945716,Samsung,Galaxy S21,2022,72431480348,66456247
650448914120991,Samsung,Galaxy M54,2022,31251337422,28108167
095844352995477,Realme,Narzo 60,2018,83613289636,25092203
954889281915790,Sony,Xperia 1 IV,2020,49166216702,07139138
331591564407062,Samsung,Galaxy S21,2023,87929088707,43464789
387959436144924,Asus,ROG Phone 7,2023,42184826596,05012167
884416726972562,Motorola,Moto G62,2025,50946989907,11047534
122423958046756,Apple,iPhone 15,2024,62840884500,58982287
492967276389418,Apple,iPhone 15,2018,38355733738,39899663
957716738945982,LG,Velvet,2020,74273492024,97272513
212831189221171,Oppo,Reno 8,2018,44766938305,91177590
424348738420126,Nokia,G21,2022,90994452020,31982573
