156091582166597,Huawei,P40,2021,72434219624,90762969
849841935081011,Huawei,P40,2018,68700776068,87173962
991921396219149,Motorola,Moto G84,2018,12441305328,12868322
844024034203739,Asus,ROG Phone 7,2018,10892876158,55095591
515249924339341,Oppo,Find X5,2021,21852199873,84489412
989946058027534,Sony,Xperia 5 IV,2020,50737420790,67456094
439946650551057,Oppo,Reno 8,2020,70417054807,04855186
942009855338488,LG,Velvet,2022,68599159275,16077123
038519468758016,Motorola,Moto G62,2020,70052107000,84792403
512106911760256,OnePlus,11,2023,66497412131,37168662
781538501544934,OnePlus,Nord 2,2019,00402121066,62272266
793096918308542,Xiaomi,Mi 12,2019,21689952067,13678110
948884728501733,Apple,iPhone 14,2019,40545895294,74895615
465550968276790,Oppo,Find X5,2019,41032942304,13743401
686265731543536,Xiaomi,Redmi Note 11,2021,65258885658,07807137
248860890645919,Oppo,Find X5,2018,32767955317,08381650
181887890814569,Huawei,Nova 11,2018,48014363744,76222851
779890264926997,Realme,C55,2019,12436598070,90273980
415471225789359,Apple,iPhone 15,2025,24838163479,73578078
193700891156279,Realme,Narzo 60,2023,73836857170,56859900
575720768466679,Oppo,Reno 10,2023,85606368463,80723914
902451100736493,Google,Pixel 8 Pro,2021,08885008828,25829713
546116191803278,Nokia,C32,2025,19202223912,60052778
880661487448068,Google,Pixel 6,2024,03836887606,51345317
325674790330726,Lenovo,Tab P11,2018,17001948012,96167992
316879755664558,Motorola,Moto G52,2023,60624317609,80321102
910154809144050,Apple,iPhone SE,2025,18879914332,33009233
153509801598306,Nokia,G42,2022,16105898231,07129195
238224741572726,Google,Pixel 6,2020,83779677580,78278405
969955644878470,Lenovo,Legion Y70,2021,29241944587,12386096
006266302765387,Xiaomi,Redmi Note 11,2025,28989735645,83549966
479238023510194,Samsung,Galaxy A54,2019,68337662077,60652837
528393057772403,Motorola,Moto G62,2020,78507210805,77708259
567077010587300,Sony,Xperia 5 IV,2018,46004045560,51357408
724674758605379,Sony,Xperia 5 IV,2019,48183933394,97022021
777168292488522,Asus,ROG Phone 7,2021,23039636995,17456299
857774127495475,Realme,GT Neo,2021,24101568600,37583351
